iter	Passed	Remaining
293	527	1265
294	528	1263
295	530	1261
296	532	1259
297	534	1258
298	535	1256
299	537	1254
300	539	1253
301	541	1252
302	543	1250
303	545	1248
304	547	1247
305	549	1246
306	551	1244
307	553	1243
308	555	1242
309	557	1241
310	559	1239
311	561	1238
312	563	1236
313	565	1234
314	566	1232
315	569	1231
316	571	1230
317	572	1228
318	574	1227
319	576	1225
320	578	1223
321	580	1221
322	581	1219
323	583	1217
324	585	1216
325	587	1214
326	589	1213
327	591	1211
328	592	1209
329	594	1207
330	596	1205
331	597	1202
332	600	1202
333	602	1200
334	603	1198
335	605	1197
336	607	1195
337	609	1193
338	611	1192
339	613	1190
340	615	1189
341	617	1187
342	619	1186
343	621	1184
344	623	1182
345	624	1180
346	626	1178
347	627	1176
348	629	1174
349	632	1174
350	634	1173
351	636	1171
352	638	1170
353	640	1168
354	641	1166
355	643	1163
356	644	1161
357	646	1159
358	648	1158
359	650	1156
360	652	1154
361	653	1152
362	655	1150
363	657	1148
364	658	1145
365	660	1143
366	662	1142
367	664	1141
368	666	1139
369	668	1137
370	669	1135
371	671	1133
372	673	1131
373	675	1129
374	676	1127
375	678	1126
376	680	1124
377	682	1122
378	684	1121
379	686	1119
380	687	1117
381	689	1115
382	691	1113
383	692	1111
384	694	1109
385	696	1108
386	698	1106
387	700	1104
388	701	1102
389	703	1100
390	705	1098
391	706	1096
392	708	1094
393	711	1094
394	713	1093
395	715	1091
396	717	1089
397	718	1087
398	720	1084
399	721	1082
400	723	1080
401	724	1078
402	727	1077
403	728	1075
404	730	1073
405	732	1070
406	733	1068
407	735	1066
408	736	1064
409	738	1062
410	740	1060
411	741	1058
412	743	1057
413	745	1055
414	746	1052
415	748	1050
416	749	1048
417	751	1046
418	753	1044
419	754	1042
420	756	1040
421	758	1038
422	759	1036
423	761	1034
424	762	1032
425	764	1030
426	766	1027
427	767	1025
428	769	1023
429	770	1021
430	772	1019
431	773	1017
432	775	1015
433	777	1013
434	778	1011
435	780	1009
436	781	1006
437	783	1004
438	784	1002
439	786	1000
440	787	998
441	789	996
442	791	994
443	793	993
444	795	991
445	796	989
446	798	987
447	799	985
448	801	983
449	802	981
450	804	979
451	806	977
452	808	976
453	809	974
454	811	972
455	813	970
456	815	968
457	816	966
458	818	964
459	820	962
460	822	961
461	824	959
462	826	958
463	827	956
464	829	953
465	830	951
466	832	949
467	833	947
468	835	945
469	837	944
470	839	942
471	840	940
472	842	938
473	843	936
474	845	934
475	846	932
476	848	930
477	850	928
478	851	926
479	853	925
480	855	923
481	857	921
482	858	919
483	860	917
484	861	915
485	863	913
486	865	911
487	867	910
488	869	909
489	871	907
490	873	905
491	875	903
492	876	901
493	878	899
494	879	897
495	881	895
496	883	893
497	885	892
498	887	890
499	888	888
500	890	887
501	892	885
502	894	883
503	896	882
504	898	880
505	901	879
506	902	877
507	905	876
508	906	874
509	908	873
510	910	871
511	912	870
512	916	869
513	918	868
514	920	866
515	922	865
516	924	863
517	926	862
518	928	860
519	930	859
520	932	857
521	935	856
522	938	855
523	940	854
524	942	852
525	944	851
526	947	850
527	949	848
528	951	846
529	953	845
530	955	843
531	957	842
532	959	840
533	961	839
534	963	837
535	966	836
536	968	835
537	970	833
538	972	831
539	974	829
540	976	828
541	978	827
542	981	825
543	983	824
544	985	822
545	987	820
546	989	819
547	991	817
548	993	816
549	995	814
550	997	812
551	999	811
552	1001	809
553	1003	807
554	1005	805
555	1007	804
556	1009	802
557	1011	801
558	1013	799
559	1014	797
560	1016	795
561	1019	794
562	1021	792
563	1023	791
564	1025	789
565	1027	788
566	1029	786
567	1031	784
568	1034	783
569	1036	781
570	1038	779
571	1040	778
572	1042	776
573	1044	775
574	1046	773
575	1048	771
576	1050	770
577	1052	768
578	1054	766
579	1056	765
580	1058	763
581	1060	761
582	1062	760
583	1064	758
584	1066	756
585	1068	755
586	1071	753
587	1073	751
588	1075	750
589	1077	748
590	1078	746
591	1080	744
592	1082	742
593	1083	740
594	1085	738
595	1088	737
596	1090	736
597	1092	734
598	1094	732
599	1096	730
600	1097	728
601	1099	726
602	1101	724
603	1103	723
604	1105	721
605	1106	719
606	1108	717
607	1110	716
608	1112	714
609	1114	712
610	1116	710
611	1118	708
612	1120	707
613	1121	705
614	1123	703
615	1125	701
616	1127	700
617	1129	698
618	1131	696
619	1133	694
620	1137	694
621	1140	692
622	1142	691
623	1144	689
624	1146	687
625	1149	686
626	1151	684
627	1153	683
628	1155	681
629	1156	679
630	1158	677
631	1160	675
632	1161	673
633	1163	671
634	1166	670
635	1167	668
636	1169	666
637	1171	664
638	1172	662
639	1174	660
640	1175	658
641	1177	656
642	1178	654
643	1181	652
644	1182	651
645	1184	649
646	1186	647
647	1188	645
648	1190	643
649	1191	641
650	1193	639
651	1195	638
652	1197	636
653	1199	634
654	1200	632
655	1202	630
656	1204	628
657	1205	626
658	1207	624
659	1209	623
660	1211	621
661	1213	619
662	1215	617
663	1217	615
664	1218	614
665	1220	612
666	1221	610
667	1223	608
668	1225	606
669	1227	604
670	1229	602
671	1231	600
672	1233	599
673	1234	597
674	1236	595
675	1238	593
676	1239	591
677	1241	589
678	1243	587
679	1245	586
680	1247	584
681	1249	582
682	1251	580
683	1252	578
684	1254	576
685	1256	575
686	1258	573
687	1260	571
688	1262	569
689	1263	567
690	1265	566
691	1267	564
692	1269	562
693	1271	560
694	1272	558
695	1274	556
696	1277	555
697	1279	553
698	1280	551
699	1282	549
700	1284	547
701	1286	545
702	1287	544
703	1289	542
704	1291	540
705	1293	538
706	1295	536
707	1296	534
708	1298	533
709	1300	531
710	1302	529
711	1303	527
712	1305	525
713	1307	523
714	1309	522
715	1311	520
716	1313	518
717	1315	516
718	1317	514
719	1319	513
720	1320	511
721	1322	509
722	1324	507
723	1326	505
724	1327	503
725	1329	501
726	1331	499
727	1332	497
728	1334	495
729	1335	494
730	1337	492
731	1339	490
732	1341	488
733	1343	486
734	1344	484
735	1346	482
736	1347	480
737	1349	479
738	1350	477
739	1352	475
740	1354	473
741	1356	471
742	1358	469
743	1359	467
744	1361	465
745	1362	464
746	1364	462
747	1365	460
748	1367	458
749	1369	456
750	1371	454
751	1373	453
752	1375	451
753	1377	449
754	1378	447
755	1380	445
756	1381	443
757	1383	441
758	1384	439
759	1386	437
760	1388	436
761	1389	434
762	1391	432
763	1393	430
764	1395	428
765	1397	426
766	1399	425
767	1401	423
768	1403	421
769	1405	419
770	1407	418
771	1408	416
772	1410	414
773	1412	412
774	1414	410
775	1416	408
776	1418	407
777	1420	405
778	1422	403
779	1424	401
780	1426	400
781	1428	398
782	1430	396
783	1432	394
784	1434	392
785	1436	391
786	1438	389
787	1439	387
788	1441	385
789	1443	383
790	1445	381
791	1447	380
792	1448	378
793	1450	376
794	1452	374
795	1454	372
796	1456	370
797	1458	369
798	1459	367
799	1461	365
800	1463	363
801	1465	361
802	1467	359
803	1469	358
804	1470	356
805	1472	354
806	1474	352
807	1475	350
808	1477	348
809	1479	347
810	1481	345
811	1483	343
812	1485	341
813	1486	339
814	1488	337
815	1489	335
816	1491	334
817	1492	332
818	1494	330
819	1497	328
820	1499	326
821	1501	325
822	1503	323
823	1504	321
824	1506	319
825	1507	317
826	1509	315
827	1511	313
828	1513	312
829	1515	310
830	1516	308
831	1518	306
832	1519	304
833	1521	302
834	1522	300
835	1524	299
836	1526	297
837	1528	295
838	1529	293
839	1531	291
840	1532	289
841	1534	287
842	1535	286
843	1537	284
844	1538	282
845	1540	280
846	1542	278
847	1543	276
848	1545	274
849	1546	272
850	1548	271
851	1550	269
852	1551	267
853	1553	265
854	1554	263
855	1556	261
856	1557	259
857	1559	258
858	1561	256
859	1563	254
860	1564	252
861	1566	250
862	1567	248
863	1569	247
864	1570	245
865	1572	243
866	1573	241
867	1575	239
868	1577	237
869	1578	235
870	1580	234
871	1581	232
872	1583	230
873	1584	228
874	1586	226
875	1588	224
876	1589	222
877	1591	221
878	1593	219
879	1595	217
880	1596	215
881	1598	213
882	1600	212
883	1602	210
884	1603	208
885	1605	206
886	1607	204
887	1609	202
888	1610	201
889	1611	199
890	1613	197
891	1615	195
892	1616	193
893	1618	191
894	1619	190
895	1621	188
896	1623	186
897	1624	184
898	1626	182
899	1627	180
900	1629	179
901	1630	177
902	1632	175
903	1634	173
904	1635	171
905	1637	169
906	1639	168
907	1641	166
908	1643	164
909	1645	162
910	1646	160
911	1649	159
912	1650	157
913	1652	155
914	1654	153
915	1656	151
916	1657	150
917	1659	148
918	1660	146
919	1662	144
920	1663	142
921	1665	140
922	1666	139
923	1668	137
924	1670	135
925	1671	133
926	1673	131
927	1675	129
928	1676	128
929	1678	126
930	1679	124
931	1681	122
932	1682	120
933	1684	119
934	1686	117
935	1687	115
936	1689	113
937	1691	111
938	1692	109
939	1694	108
940	1696	106
941	1697	104
942	1699	102
943	1701	100
944	1702	99
945	1704	97
946	1706	95
947	1708	93
948	1709	91
949	1711	90
950	1713	88
951	1714	86
952	1716	84
953	1717	82
954	1719	81
955	1720	79
956	1722	77
957	1723	75
958	1725	73
959	1726	71
960	1728	70
961	1729	68
962	1731	66
963	1734	64
964	1735	62
965	1737	61
966	1738	59
967	1740	57
968	1741	55
969	1743	53
970	1744	52
971	1746	50
972	1747	48
973	1749	46
974	1751	44
975	1752	43
976	1754	41
977	1755	39
978	1757	37
979	1758	35
980	1760	34
981	1762	32
982	1763	30
983	1765	28
984	1766	26
985	1768	25
986	1770	23
987	1771	21
988	1773	19
989	1774	17
990	1776	16
991	1777	14
992	1779	12
993	1781	10
994	1782	8
995	1784	7
996	1785	5
997	1787	3
998	1788	1
999	1790	0
